X1,surveyID,P_type,verif_ans,P_sentence,clear_responses,ispo
934,cm9hz4em20200226,POI,n,The swimmer handed the towel to they driver.,people like to hand things over,NA
935,cm9hz4em20200226,DOI,n,The photographer showed the editor them finished proofs.,the couple attended the car show,0
936,cm9hz4em20200226,POC,y,The mother gave the expensive toy to the hungry toddler.,give me my cain - said eugene,NA
937,cm9hz4em20200226,DOC,y,The fashion designer gave the famous journalist the pink jacket.,vinny was asked to give his will,NA
938,cm9hz4em20200226,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor wanted to give the teapot,1
939,cm9hz4em20200226,DOI,n,The captain gave the old sailor they spare life jacket.,the couple wanted to give miranda cake,1
940,cm9hz4em20200226,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the woman wanted to hand flint the plate,0
941,d2xtpd3v20200213,DOI,n,The captain gave the old sailor they spare life jacket.,The people are giving their friend a cake.,0
942,d2xtpd3v20200213,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl is handing a disc to the boy.,1
943,d2xtpd3v20200213,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving the patient medicine.,0
944,d2xtpd3v20200213,POC,y,The travel agent gave the last ticket to the young fan.,The boy is giving the girl a Valentine's card.,0
945,d2xtpd3v20200213,DOI,n,The secretary handed the manager they invoice.,The librarian handed the boy his book.,0
946,d2xtpd3v20200213,POI,n,The swimmer handed the towel to they driver.,The girl handed the paintbrush to her father.,1
947,d2xtpd3v20200213,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor a stethoscope.,0
948,d2xtpd3v20200213,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed the boy the next letter to hang on the wall.,1
949,d2xtpd3v20200213,DOC,y,The happy child showed her father the coloring book.,The lawyer is showing the judge the gun from the case.,0
950,d2xtpd3v20200213,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed a menu to a man sitting at the diner.,1
951,d2xtpd3v20200213,DOC,y,The bartender handed the customer the cocktail.,The cowboy handed the clown his hat at the circus.,0
952,d2xtpd3v20200213,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gave her teacher flowers for valentines day.,0
953,d2xtpd3v20200213,DOI,n,The photographer showed the editor them finished proofs.,The salesman is showing the couple a new car.,0
954,d2xtpd3v20200213,POC,y,The mother gave the expensive toy to the hungry toddler.,The nurse gave the cane to the angry patient.,1
955,d2xtpd3v20200213,DOI,n,The disgruntled employee gave the manager them long letter.,The police man is giving the driver a ticket.,0
956,d2xtpd3v20200213,POI,n,The researcher gave the detailed results to them experienced surgeon.,The nurse gave the soldier the teapot.,0
957,d2xtpd3v20200213,DOC,y,The woman gave the new neighbor the rusty bike.,The dad gave his daughter a birthday present.,0
958,d2xtpd3v20200213,POC,y,The architect showed the model of the building to the architect.,The salesman showed the customer a dress he should buy for his wife.,0
959,d2xtpd3v20200213,DOC,y,The teacher handed the student the certificate.,The crew member handed the singer his guitar.,0
960,d2xtpd3v20200213,POI,n,The builder showed the blueprints to they new client.,The children showed their teacher the drawing.,0
961,dhnyqv2x20201111,DOI,n,The photographer showed the editor them finished proofs.,They are showing the car.,1
962,dhnyqv2x20201111,POI,n,The swimmer handed the towel to they driver.,She hands the paintbrush to him.,1
963,dhnyqv2x20201111,DOC,y,The happy child showed her father the coloring book.,He is showing him something.,0
964,dhnyqv2x20201111,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed him a paper.,0
965,dhnyqv2x20201111,DOI,n,The secretary handed the manager they invoice.,She hands the book to him.,1
966,dhnyqv2x20201111,POC,y,The travel agent gave the last ticket to the young fan.,He gives her a valentine.,0
967,dhnyqv2x20201111,DOC,y,The teacher handed the student the certificate.,He hands him the guitar.,0
968,dhnyqv2x20201111,POC,y,The architect showed the model of the building to the architect.,The person shows the dress.,1
969,dhnyqv2x20201111,DOI,n,The captain gave the old sailor they spare life jacket.,They give them cake.,0
970,dhnyqv2x20201111,POC,y,The mother gave the expensive toy to the hungry toddler.,They give the cane to the person.,1
971,dhnyqv2x20201111,DOC,y,The woman gave the new neighbor the rusty bike.,He gives her a present.,0
972,dhnyqv2x20201111,POC,y,The good looking bartender handed free drinks to the girls at the bar.,They hand the marker to the person.,1
973,dhnyqv2x20201111,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gives them a ticket.,0
974,dhnyqv2x20201111,POI,n,The builder showed the blueprints to they new client.,The kids show a drawing.,1
975,dhnyqv2x20201111,DOC,y,The bartender handed the customer the cocktail.,He hands a hat to the clown.,1
976,dhnyqv2x20201111,POI,n,The researcher gave the detailed results to them experienced surgeon.,They give the teapot to the person.,1
977,dhnyqv2x20201111,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives medicine.,1
978,dhnyqv2x20201111,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student gives flowers to the teacher.,1
979,dhnyqv2x20201111,DOI,n,The spy handed the double agent them submarine blueprints.,The doctor is handed the stethoscope.,NA
980,dhnyqv2x20201111,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,They are handed the disk.,NA
981,dkhfaswf20200127,DOC,y,The teacher handed the student the certificate.,The boy hands the guitar to the man,1
982,dkhfaswf20200127,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The lady hands the dish to the man,1
983,dkhfaswf20200127,DOC,y,The woman gave the new neighbor the rusty bike.,He is giving her a present.,0
984,dkhfaswf20200127,POI,n,The swimmer handed the towel to they driver.,She hands the brush to him.,1
985,dkhfaswf20200127,DOI,n,The spy handed the double agent them submarine blueprints.,She hands over the stethoscope.,NA
986,dkhfaswf20200127,POI,n,The builder showed the blueprints to they new client.,They show her the painting.,0
987,dkhfaswf20200127,DOI,n,The photographer showed the editor them finished proofs.,The seller shows a brand new car.,1
988,dkhfaswf20200127,POC,y,The mother gave the expensive toy to the hungry toddler.,She gives the cane to him,1
989,dkhfaswf20200127,DOI,n,The secretary handed the manager they invoice.,She hands over the book,NA
990,dkhfaswf20200127,POI,n,The researcher gave the detailed results to them experienced surgeon.,The man gives the teapot to him,1
991,dkhfaswf20200127,DOC,y,The fashion designer gave the famous journalist the pink jacket.,She gives her the tray,0
992,dkhfaswf20200127,POC,y,The architect showed the model of the building to the architect.,She shows him her new dress.,0
993,dkhfaswf20200127,DOI,n,The captain gave the old sailor they spare life jacket.,She gives her a cake.,0
994,dkhfaswf20200127,POC,y,The mean neighbor handed a nasty note to the woman next door.,She hands him the menu,0
995,dkhfaswf20200127,DOC,y,The happy child showed her father the coloring book.,The man shows the new gun to his client,1
996,dkhfaswf20200127,POI,n,The millionaire gave the valuable painting to they struggling artist.,She gave flowers to her teacher,1
997,dkhfaswf20200127,DOI,n,The disgruntled employee gave the manager them long letter.,He gives him a ticket,0
998,dkhfaswf20200127,POC,y,The travel agent gave the last ticket to the young fan.,He gave her a note,0
999,dkhfaswf20200127,DOC,y,The bartender handed the customer the cocktail.,The man hands the clown a hat,0
1000,dkhfaswf20200127,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The good looking bartender handed free drinks to the girls at the bar.,1
1001,dua9l90b20201126,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed him the stethoscope.,0
1002,dua9l90b20201126,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl is giving her mom flowers.,0
1003,dua9l90b20201126,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gave the citizen a ticket.,0
1004,dua9l90b20201126,POI,n,The builder showed the blueprints to they new client.,Kids showed their painting to the class.,1
1005,dua9l90b20201126,DOC,y,The woman gave the new neighbor the rusty bike.,The dad gives his daughter a gift.,0
1006,dua9l90b20201126,POC,y,The travel agent gave the last ticket to the young fan.,The boy gives the girl a heart.,0
1007,dua9l90b20201126,DOC,y,The teacher handed the student the certificate.,The boy handed the singer a guitar.,0
1008,dua9l90b20201126,POC,y,The architect showed the model of the building to the architect.,The girl showed the man a dress.,0
1009,dua9l90b20201126,DOC,y,The bartender handed the customer the cocktail.,The man handed the clown a hat.,0
1010,dua9l90b20201126,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the customer a menu.,0
1011,dua9l90b20201126,DOI,n,The secretary handed the manager they invoice.,The woman hands a book the the boy.,1
1012,dua9l90b20201126,POC,y,The mother gave the expensive toy to the hungry toddler.,The maid gives the man a cane.,0
1013,dua9l90b20201126,DOI,n,The photographer showed the editor them finished proofs.,The dealer shows the car to a couple.,1
1014,dua9l90b20201126,POI,n,The swimmer handed the towel to they driver.,The girl handed the paintbrush to the boy.,1
1015,dua9l90b20201126,DOC,y,The happy child showed her father the coloring book.,A gun is being showed to a judge.,NA
1016,dua9l90b20201126,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives a teapot to the veteran.,1
1017,dua9l90b20201126,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient food.,0
1018,dua9l90b20201126,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She hands the plate to her boyfriend.,1
1019,dua9l90b20201126,DOI,n,The captain gave the old sailor they spare life jacket.,The woman gives her mom a cake.,0
1020,dua9l90b20201126,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands a letter to the boy.,1
1021,e8v50m3620201123,DOI,n,The captain gave the old sailor they spare life jacket.,the woman gave the cake.,1
1022,e8v50m3620201123,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor gives the teapot to the soldier,1
1023,e8v50m3620201123,DOI,n,The photographer showed the editor them finished proofs.,The man shows the couple a car.,0
1024,e8v50m3620201123,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gave the old woman flowers.,0
1025,e8v50m3620201123,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gave the man medicine.,0
1026,e8v50m3620201123,POC,y,The mother gave the expensive toy to the hungry toddler.,The maid gives the cane to the cook.,1
1027,e8v50m3620201123,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the stethoscope to the doctor.,1
1028,e8v50m3620201123,POC,y,The architect showed the model of the building to the architect.,The woman shows the man a dress.,0
1029,e8v50m3620201123,DOC,y,The happy child showed her father the coloring book.,The man is showing the judge evidence.,0
